512,606,916,419,606,916,512,606,916,512,417,916,419,417,916,512,417,916
512,746,967,419,606,916,512,746,967,512,417,916,419,277,967,512,417,916
471,743,961,419,606,916,471,743,961,512,417,916,459,280,961,512,417,916
471,606,911,419,606,916,471,606,911,512,417,916,459,417,911,512,417,916
471,606,911,419,746,967,471,606,911,512,277,967,459,417,911,512,277,967
