552,606,911,378,743,961,552,606,911,552,280,961,378,417,911,552,280,961
552,606,911,378,606,911,552,606,911,552,417,911,378,417,911,552,417,911
552,743,961,378,606,911,552,743,961,552,417,911,378,280,961,552,417,911
471,743,961,459,606,911,471,743,961,471,417,911,459,280,961,471,417,911
471,606,911,459,606,911,471,606,911,471,417,911,459,417,911,471,417,909
471,606,911,459,743,961,471,606,911,471,280,961,459,417,911,471,280,961
